carat,cut,color,clarity,price
0.6,Ideal,E,VVS2,2860.0
,Premium,,VS1,2860.0
0.53,Ideal,F,VVS1,2860.0
0.71,Premium,D,SI1,2861.0
,Ideal,G,VVS2,2861.0
0.62,Ideal,G,VVS2,2861.0
0.9,Premium,I,SI1,2861.0
0.62,Fair,F,IF,2861.0
,Premium,E,SI2,2861.0
,Premium,D,VS1,2861.0
0.8,Very Good,,SI2,2862.0
0.79,Premium,F,SI1,2862.0
0.71,Very Good,F,VVS1,2862.0
0.7,Ideal,H,VS2,2862.0
0.7,Very Good,E,VS2,2862.0
0.79,Premium,H,VS1,2862.0
0.7,Premium,E,VS2,2862.0
1.22,Premium,E,I1,2862.0
1.01,Fair,E,SI2,2862.0
,Premium,E,VS2,2862.0
0.91,Good,I,VS2,2863.0
0.71,Ideal,D,SI1,2863.0
0.83,Premium,G,SI1,2863.0
0.84,Premium,F,SI2,2863.0
0.71,Premium,D,SI1,2863.0
0.71,Premium,D,SI1,2863.0
0.71,Premium,D,SI1,2863.0
0.71,Ideal,D,SI1,2863.0
,Premium,,SI1,2863.0
0.71,Premium,D,SI1,2863.0
0.91,Premium,J,SI1,2863.0
0.9,Premium,J,VS2,2863.0
0.71,Premium,H,VVS2,2863.0
0.71,Premium,E,SI1,2863.0
0.72,Premium,E,SI1,2863.0
0.81,Ideal,E,SI2,2864.0
0.83,Very Good,I,VS2,2865.0
0.73,Premium,D,SI1,2865.0
0.56,Very Good,D,VVS1,2866.0
0.56,Very Good,D,VVS1,2866.0
0.7,Ideal,H,VVS1,2866.0
,Premium,I,SI1,2866.0
0.71,Very Good,H,VVS1,2867.0
0.7,Ideal,D,VS2,2867.0
0.71,,H,VVS1,2867.0
,Premium,H,VS2,2867.0
0.95,Premium,F,SI2,2867.0
0.82,Ideal,F,SI2,2867.0
0.52,Ideal,F,VVS1,2867.0
0.82,Ideal,F,SI2,2867.0
0.82,Ideal,F,SI2,2867.0
0.82,Premium,F,SI2,2867.0
0.8,Ideal,G,SI1,2867.0
0.96,,F,SI2,2867.0
0.72,Ideal,I,VS1,2868.0
0.62,Ideal,G,IF,2868.0
0.79,Premium,E,SI2,2868.0
0.75,,E,SI1,2868.0
1.08,Premium,D,I1,2869.0
0.72,Ideal,E,SI1,2869.0
0.73,Ideal,G,VVS2,2869.0
0.72,Ideal,H,VVS2,2869.0
0.52,Premium,F,VVS2,2870.0
0.83,Ideal,E,SI2,2870.0
0.64,Premium,E,VVS2,2870.0
0.8,Ideal,G,SI1,2870.0
0.74,Ideal,H,SI1,2870.0
0.72,Ideal,F,SI1,2870.0
0.82,Ideal,H,VS2,2870.0
0.73,Premium,E,VS1,2870.0
1.04,Premium,I,I1,2870.0
0.73,Very Good,E,SI1,2871.0
0.73,Good,E,SI1,2871.0
0.9,Premium,J,SI1,2871.0
0.75,Ideal,I,SI1,2871.0
0.79,Ideal,G,SI1,2871.0
0.7,Good,,SI1,2872.0
0.75,Very Good,D,SI1,2872.0
1.02,,I,I1,2872.0
0.7,Very Good,G,SI2,2872.0
0.7,Ideal,D,SI1,2872.0
0.7,,E,SI1,2872.0
0.7,Ideal,D,SI1,2872.0
0.7,Ideal,D,SI1,2872.0
0.7,Very Good,D,SI1,2872.0
0.72,Very Good,E,VS2,2872.0
0.74,Ideal,E,SI1,2872.0
0.84,Good,G,SI1,2872.0
0.76,Very Good,F,VS2,2873.0
0.77,Very Good,E,SI1,2873.0
1.0,Ideal,I,,2873.0
1.0,Fair,H,SI1,2873.0
0.9,Fair,I,SI1,2873.0
0.9,Premium,J,SI1,2873.0
0.9,,J,SI1,2873.0
0.9,Fair,,SI1,2873.0
0.9,Fair,I,SI1,2873.0
0.9,Premium,J,SI1,2873.0
0.78,Premium,F,VS2,2874.0
0.71,Premium,D,VS2,2874.0
0.7,Premium,F,VS1,2874.0
0.7,Premium,F,VS1,2874.0
0.7,Premium,G,VVS2,2874.0
0.7,Ideal,F,VS1,2874.0
0.7,Ideal,F,VS1,2874.0
0.7,Ideal,F,VS1,2874.0
0.7,Premium,G,VVS2,2874.0
1.0,Fair,H,SI2,2875.0
0.77,Ideal,H,SI1,2875.0
1.0,,J,VS1,2875.0
1.0,Fair,I,SI1,2875.0
1.0,Fair,H,SI2,2875.0
0.73,Premium,E,,2876.0
0.79,Premium,,VS2,2876.0
0.72,Very Good,H,VS1,2877.0
0.74,Ideal,G,VS2,2877.0
0.7,Good,H,VVS1,2877.0
0.7,Good,F,VS1,2877.0
0.79,Very Good,F,SI1,2878.0
0.79,Very Good,F,SI1,2878.0
0.79,,D,SI2,2878.0
0.71,,I,VS2,2878.0
0.79,Ideal,F,SI1,2878.0
0.73,Very Good,F,,2879.0
0.63,Premium,E,IF,2879.0
0.7,Premium,F,VS1,2879.0
0.71,Premium,F,VS1,2879.0
0.84,Ideal,G,SI2,2879.0
0.84,Ideal,G,SI2,2879.0
1.02,Ideal,J,SI2,2879.0
0.72,Fair,F,VS1,2879.0
0.72,Ideal,F,VS1,2879.0
0.92,Very Good,J,SI2,2880.0
0.74,Very Good,D,SI1,2880.0
0.7,Ideal,H,VVS1,2881.0
0.71,Very Good,E,VS2,2881.0
1.05,Premium,H,I1,2881.0
0.7,Very Good,H,IF,2882.0
0.54,Ideal,F,VVS1,2882.0
0.73,Premium,F,VS2,2882.0
0.88,Fair,F,SI1,2882.0
0.73,Premium,F,VS2,2882.0
0.72,Ideal,D,SI1,2883.0
0.9,Good,H,SI2,2883.0
0.9,Fair,H,SI2,2883.0
1.03,Fair,I,SI2,2884.0
0.84,,F,SI1,2885.0
1.01,Premium,I,SI1,2885.0
0.77,Ideal,,SI2,2885.0
0.8,Fair,E,SI1,2885.0
0.9,Fair,D,SI2,2885.0
0.73,Ideal,E,SI1,2886.0
0.72,Ideal,E,SI1,2886.0
0.71,Very Good,D,SI1,2887.0
0.7,Premium,E,VS1,2887.0
0.79,Ideal,I,VS1,2888.0
,Very Good,G,VVS2,2889.0
0.7,Very Good,E,VS2,2889.0
0.7,Very Good,F,VS1,2889.0
0.9,Good,,SI2,2889.0
0.71,Very Good,,VS1,2889.0
0.5,Ideal,E,VVS2,2889.0
0.5,,E,VVS2,2889.0
0.74,Ideal,F,SI1,2889.0
0.77,Premium,F,VS2,2889.0
,Premium,E,SI1,2889.0
0.8,,F,SI1,2890.0
0.8,Ideal,F,SI1,2890.0
0.8,Premium,F,SI1,2890.0
0.8,Good,F,SI1,2890.0
0.66,Ideal,G,VVS1,2890.0
0.71,Very Good,E,VS2,2891.0
0.71,Ideal,F,VS2,2891.0
0.71,Ideal,,VS2,2891.0
0.71,Ideal,E,VS2,2891.0
0.72,Ideal,D,SI1,2891.0
0.71,Good,D,VS2,2891.0
0.86,Ideal,H,SI2,2892.0
1.19,Fair,H,,2892.0
0.71,Very Good,F,,2893.0
0.82,Very Good,G,SI2,2893.0
0.71,Ideal,G,VVS2,2893.0
0.75,Ideal,F,VS2,2893.0
0.7,Very Good,H,VVS1,2893.0
0.8,Ideal,G,SI2,2893.0
0.82,Good,G,SI2,2893.0
0.82,Very Good,G,SI1,2893.0
0.82,Premium,G,SI1,2893.0
0.81,Very Good,E,,2894.0
0.81,Ideal,G,SI2,2894.0
0.76,Ideal,F,SI1,2894.0
,Very Good,G,VS2,2895.0
0.7,Very Good,F,VS1,2895.0
0.7,Ideal,G,VVS2,2895.0
0.74,Very Good,G,VS1,2896.0
0.77,Very Good,G,VS2,2896.0
0.53,Ideal,F,VVS1,2896.0
0.79,Ideal,D,SI1,2896.0
0.73,Ideal,E,SI2,2896.0
0.77,Ideal,D,SI2,2896.0
0.77,Premium,E,SI1,2896.0
1.01,Very Good,I,I1,2896.0
1.01,Ideal,I,I1,2896.0
0.6,Very Good,D,VVS2,2897.0
0.76,Premium,E,SI1,2897.0
0.72,Ideal,E,SI1,2897.0
0.72,Good,F,VS1,2897.0
0.74,Premium,D,VS2,2897.0
1.12,Premium,J,SI2,2898.0
0.75,Ideal,D,SI1,2898.0
0.77,Ideal,D,SI1,2898.0
0.98,Good,H,SI2,2898.0
0.79,,G,SI1,2898.0
0.79,Ideal,G,SI1,2898.0
0.79,Ideal,G,SI1,2898.0
0.79,Ideal,G,SI1,2898.0
0.79,Ideal,G,SI1,2898.0
0.79,Ideal,G,SI1,2898.0
0.7,Good,G,VVS1,2899.0
0.7,Very Good,F,SI1,2900.0
0.72,Premium,D,VS1,2900.0
0.8,Premium,F,SI1,2901.0
0.81,Premium,E,SI2,2901.0
0.74,Ideal,E,VS2,2901.0
0.73,Premium,E,VS2,2902.0
0.73,Ideal,E,VS2,2902.0
0.71,Premium,E,VS2,2902.0
0.75,Premium,D,SI1,2903.0
0.75,Ideal,D,SI1,2903.0
0.72,Ideal,D,SI1,2903.0
0.72,Premium,D,SI1,2903.0
0.72,Premium,E,VS2,2903.0
0.79,Very Good,F,,2904.0
0.79,Very Good,D,SI2,2904.0
0.7,Very Good,E,VS1,2904.0
0.62,Ideal,E,VVS2,2904.0
0.7,Very Good,G,VVS2,2905.0
0.7,Very Good,G,VVS2,2905.0
0.7,,G,VVS2,2905.0
0.71,Very Good,G,VS2,2905.0
0.86,Very Good,,,2905.0
0.53,Ideal,D,VVS1,2905.0
0.91,Very Good,J,SI1,2905.0
0.95,Good,I,SI2,2905.0
0.91,Premium,J,SI1,2905.0
0.74,Very Good,D,VS2,2906.0
0.8,Ideal,I,VS1,2906.0
0.74,Good,E,SI1,2906.0
0.61,Ideal,E,VVS2,2907.0
0.61,Ideal,E,VVS2,2907.0
0.61,Ideal,E,VVS2,2907.0
0.72,Ideal,H,VVS1,2907.0
0.7,Ideal,F,VS2,2907.0
,Ideal,F,,2907.0
0.79,Ideal,G,SI1,2907.0
0.72,Ideal,E,SI1,2907.0
0.33,Ideal,G,SI2,557.0
0.39,Ideal,H,SI2,558.0
0.32,Ideal,D,SI1,558.0
0.25,Premium,F,VS1,558.0
0.25,Good,F,VS1,558.0
0.25,Premium,E,VS1,558.0
0.25,Premium,E,VS1,558.0
0.31,Premium,I,VS2,558.0
0.31,Premium,,,558.0
0.31,,I,VS2,558.0
0.31,Premium,H,SI1,558.0
0.31,Premium,H,SI1,558.0
0.31,Ideal,E,SI2,558.0
0.31,Ideal,E,SI2,558.0
0.31,Ideal,E,SI2,558.0
0.31,Premium,I,VS2,558.0
0.31,Premium,I,VS2,558.0
0.31,,I,VS2,558.0
0.31,Premium,I,VS2,558.0
0.31,Very Good,I,VS2,558.0
0.31,Premium,I,VS2,558.0
0.31,Premium,H,SI1,558.0
0.31,Premium,H,SI1,558.0
0.31,Good,H,SI1,558.0
0.31,Premium,H,,558.0
0.31,Premium,H,SI1,558.0
0.31,Ideal,H,SI1,558.0
0.31,Premium,E,SI2,558.0
0.82,Very Good,H,SI1,2908.0
0.73,Ideal,I,VS1,2908.0
0.7,Premium,D,VS2,2909.0
0.71,Ideal,H,VS1,2909.0
0.71,Ideal,H,VS1,2909.0
0.9,Ideal,I,SI2,2909.0
0.71,Very Good,D,,2910.0
1.05,Premium,I,SI2,2911.0
0.59,Ideal,E,VVS2,2911.0
0.71,Ideal,G,VS2,2911.0
0.77,Good,F,VS2,2911.0
0.73,Good,E,VS2,2912.0
0.7,Good,E,VS2,2912.0
0.8,Premium,E,SI1,2912.0
1.0,Fair,H,SI2,2912.0
1.0,Fair,I,SI1,2912.0
1.0,Fair,H,SI2,2912.0
0.7,Very Good,D,VS2,2913.0
0.71,Premium,D,SI1,2913.0
0.71,Premium,G,SI2,2913.0
0.71,Premium,D,SI1,2913.0
0.71,Very Good,D,SI1,2913.0
0.71,Ideal,D,SI1,2913.0
,Premium,D,SI1,2913.0
0.91,Premium,I,SI2,2913.0
0.83,Premium,E,SI1,2913.0
0.85,Ideal,G,SI2,2913.0
0.8,Very Good,,SI1,2914.0
0.73,Ideal,E,SI1,2914.0
0.83,Very Good,I,VS2,2915.0
0.77,Very Good,G,SI1,2915.0
,Very Good,G,SI2,2915.0
0.71,Ideal,F,VS2,2915.0
0.73,Very Good,H,VS1,2916.0
,Ideal,I,SI1,2917.0
0.74,Premium,F,VS1,2917.0
0.7,Ideal,E,VS2,2917.0
0.71,Ideal,F,VS2,2917.0
0.8,Very Good,H,VS2,2918.0
0.71,Ideal,H,VVS1,2918.0
0.72,Ideal,I,VS2,2918.0
0.72,Very Good,G,VS1,2919.0
0.8,Very Good,H,SI1,2919.0
0.7,Good,F,VS1,2919.0
0.73,,H,VS1,2919.0
0.73,Ideal,G,VVS2,2919.0
0.71,Premium,E,VS1,2920.0
0.72,Ideal,F,SI1,2920.0
0.71,Premium,F,VS1,2920.0
0.71,Ideal,F,VS1,2920.0
,Very Good,H,VVS2,2921.0
0.71,Very Good,E,VS2,2921.0
0.71,Very Good,E,VS2,2921.0
0.71,Very Good,D,SI1,2921.0
0.65,Ideal,F,VVS2,2921.0
0.9,Fair,I,VS2,2921.0
0.71,Very Good,E,VS2,2922.0
0.71,Very Good,E,VS2,2922.0
0.68,Very Good,F,VS1,2922.0
0.53,Ideal,F,VVS1,2922.0
0.77,Ideal,D,SI2,2922.0
0.72,Very Good,E,VS2,2923.0
0.72,Very Good,E,,2923.0
0.7,Very Good,E,SI1,2923.0
0.75,Very Good,E,SI1,2923.0
0.75,Very Good,E,SI1,2923.0
0.87,Ideal,H,SI1,2923.0
0.71,Ideal,E,VS1,2923.0
0.77,Ideal,D,SI2,2923.0
0.75,Good,E,SI1,2923.0
0.7,Ideal,I,VS1,2924.0
0.8,Very Good,D,SI1,2925.0
0.7,Very Good,F,VS1,2925.0
0.51,Very Good,E,IF,2925.0
0.71,Ideal,I,IF,2925.0
1.02,Ideal,I,I1,2925.0
1.2,Premium,I,I1,2925.0
0.81,Good,D,SI2,2926.0
0.81,Premium,F,SI1,2926.0
0.81,Premium,F,SI1,2926.0
0.77,Very Good,H,VS1,2927.0
0.8,Ideal,I,,2927.0
0.9,Premium,H,SI2,2927.0
0.7,Very Good,F,VS2,2928.0
0.7,Very Good,,,2928.0
0.74,Very Good,,SI1,2929.0
0.8,Very Good,G,VS2,2929.0
0.7,Ideal,G,VS2,2929.0
0.7,Ideal,E,SI1,2929.0
0.71,Very Good,E,VS2,2930.0
0.7,Premium,E,VS1,2930.0
0.7,Ideal,E,VS1,2930.0
0.71,Ideal,F,VS2,2930.0
0.71,Ideal,G,VS1,2930.0
0.71,Ideal,G,VS1,2930.0
0.9,Very Good,E,SI2,2930.0
0.9,Fair,E,SI2,2930.0
0.71,Ideal,G,VVS1,2930.0
0.7,Very Good,G,VVS2,2931.0
0.72,Very Good,F,VS2,2931.0
0.72,Ideal,F,VS2,2931.0
0.7,Premium,,VVS1,2932.0
0.7,Premium,,VVS2,2932.0
0.72,Very Good,G,VVS2,2933.0
0.59,Very Good,D,VVS2,2933.0
0.73,Premium,F,VS2,2933.0
0.75,Ideal,F,VS2,2933.0
0.75,,D,SI2,2933.0
0.9,,H,,2934.0
,Ideal,D,SI2,2934.0
,Premium,H,SI1,2935.0
1.17,Fair,I,I1,2935.0
0.8,Premium,H,VS1,2935.0
0.7,Very Good,G,VVS2,2936.0
0.81,Very Good,H,SI1,2936.0
0.74,Ideal,F,VS2,2936.0
0.7,Ideal,D,SI2,2936.0
0.82,Ideal,E,SI2,2937.0
0.76,Premium,E,SI1,2937.0
0.76,Premium,G,VS1,2937.0
0.95,Premium,G,SI2,2937.0
0.71,Very Good,H,VVS1,2938.0
0.71,Very Good,H,VVS1,2938.0
0.81,Ideal,E,SI2,2938.0
0.73,Very Good,F,VS2,2939.0
0.73,Very Good,G,VS1,2939.0
0.83,Very Good,F,SI2,2939.0
,Premium,D,SI1,2939.0
0.8,Ideal,E,SI2,2939.0
0.72,Ideal,E,SI2,2939.0
0.75,Ideal,G,VS2,2939.0
0.8,Premium,E,SI2,2939.0
0.81,Ideal,I,VS2,2939.0
0.82,Premium,H,VS2,2939.0
0.7,Good,F,VVS2,2940.0
1.24,Very Good,,I1,2940.0
0.7,Very Good,F,VVS2,2940.0
0.75,Fair,E,VS2,2940.0
1.0,Good,H,I1,2940.0
0.75,Ideal,E,VS2,2940.0
0.7,Ideal,E,VS2,2940.0
,Very Good,E,SI2,2941.0
0.8,Good,F,SI1,2941.0
0.81,Very Good,F,SI2,2942.0
0.71,Premium,F,VS1,2942.0
1.03,Fair,G,SI2,2942.0
0.76,Premium,D,SI1,2942.0
1.01,Fair,G,SI2,2942.0
0.73,Ideal,D,SI1,2943.0
0.72,Ideal,F,VS2,2943.0
0.74,Very Good,H,VVS2,2944.0
0.79,Ideal,G,SI1,2944.0
0.57,Very Good,D,VVS1,2945.0
0.79,Very Good,H,VS2,2945.0
0.78,Very Good,D,SI1,2945.0
0.85,Good,G,SI1,2945.0
0.71,Very Good,E,VS1,2946.0
0.71,Very Good,E,VS1,2946.0
0.72,Ideal,H,VVS1,2946.0
0.72,Ideal,H,,2946.0
0.77,Ideal,I,SI1,2946.0
0.79,Ideal,E,SI1,2946.0
0.78,Very Good,H,VS1,2947.0
0.76,Ideal,E,VS1,2947.0
0.92,Ideal,H,SI2,2947.0
0.73,Premium,D,VS2,2947.0
0.7,Ideal,H,VVS1,2947.0
0.7,Ideal,H,VVS1,2947.0
0.74,Ideal,I,VS1,2947.0
0.74,Ideal,I,VS1,2947.0
0.73,Ideal,D,SI1,2947.0
0.82,Good,H,VS2,2947.0
0.73,Ideal,G,VS1,2948.0
0.7,Ideal,E,SI1,2948.0
,Premium,I,SI2,2948.0
0.9,Fair,I,SI2,2948.0
0.9,Premium,I,SI2,2948.0
0.9,Ideal,I,SI2,2948.0
,Fair,,SI2,2948.0
0.72,Very Good,E,VS2,2949.0
0.76,Ideal,E,SI1,2949.0
0.77,Ideal,D,SI1,2949.0
0.72,Ideal,H,VS1,2949.0
,Fair,J,SI1,2949.0
0.81,Very Good,,VS1,2950.0
0.71,Ideal,G,VS1,2950.0
0.71,Premium,D,VS2,2950.0
0.54,Ideal,F,VVS1,2951.0
0.72,Very Good,D,VS1,2951.0
0.81,Ideal,H,SI1,2951.0
,Ideal,F,SI1,2951.0
0.72,Ideal,E,SI1,2951.0
0.7,Very Good,E,VS2,2952.0
0.7,Very Good,E,VS2,2952.0
0.7,Very Good,E,VS2,2952.0
0.7,Very Good,E,VS1,2952.0
0.72,,G,,2952.0
0.72,Ideal,G,VS2,2952.0
0.7,Ideal,E,VS2,2952.0
0.7,Ideal,E,,2952.0
0.7,Ideal,E,VS2,2952.0
0.74,Ideal,I,IF,2952.0
0.7,Good,E,VS1,2952.0
0.8,Very Good,H,VS2,2953.0
0.79,Premium,F,,2953.0
0.75,Good,F,VS1,2953.0
0.71,Very Good,E,VS2,2954.0
0.72,Ideal,,SI1,2954.0
0.72,Premium,E,,2954.0
0.72,Premium,D,SI1,2954.0
0.75,Ideal,D,SI1,2954.0
0.82,Very Good,D,SI1,2954.0
0.76,Ideal,G,VS2,2954.0
0.89,,I,VS1,2955.0
0.7,Very Good,F,,2956.0
0.74,Very Good,H,VS1,2956.0
0.74,Very Good,H,VS1,2956.0
0.95,Good,I,SI2,2956.0
0.91,Very Good,J,,2956.0
0.7,Ideal,F,VS2,2956.0
0.71,Good,F,VVS2,2956.0
0.7,Premium,D,VS1,2956.0
0.72,,F,VS2,2956.0
0.72,Ideal,F,VS2,2956.0
0.72,Ideal,H,VVS1,2958.0
0.79,Ideal,,VS1,2958.0
0.72,Good,G,VS1,2958.0
0.98,Fair,F,SI2,2958.0
0.56,Very Good,D,VVS1,2959.0
0.7,Very Good,F,VS1,2959.0
0.79,Premium,G,,2959.0
0.82,Ideal,I,SI1,2959.0
0.74,Fair,G,VVS2,2959.0
0.71,Very Good,H,VVS2,2960.0
0.7,Very Good,D,VS2,2960.0
0.7,Good,D,VS2,2960.0
0.7,Ideal,D,VS2,2960.0
0.76,Ideal,F,VS2,2960.0
0.72,Ideal,G,VS2,2960.0
0.64,Ideal,G,IF,2960.0
0.71,Good,F,VVS2,2960.0
0.74,Ideal,G,VS1,2960.0
0.77,Very Good,H,VS1,2961.0
0.74,Ideal,H,VVS2,2961.0
0.72,Premium,E,VS1,2961.0
,Premium,F,VS1,2961.0
0.73,Premium,F,VS1,2961.0
0.63,Ideal,F,VVS2,2961.0
0.72,Ideal,H,VS1,2961.0
0.76,Ideal,E,SI1,2961.0
0.71,Premium,F,VS1,2961.0
0.75,Premium,H,VS1,2961.0
0.96,Premium,E,SI2,2961.0
0.63,Ideal,D,VVS2,2962.0
0.72,Ideal,E,VS2,2962.0
0.71,Ideal,,VS1,2962.0
0.82,Premium,F,SI1,2962.0
0.71,Ideal,E,VS1,2963.0
0.71,Very Good,E,VS2,2964.0
0.71,Very Good,E,SI1,2964.0
0.71,Very Good,D,SI1,2964.0
0.7,Good,E,VS1,2964.0
0.7,Fair,E,VS1,2964.0
0.75,Ideal,E,SI1,2964.0
0.9,Fair,F,SI2,2964.0
0.9,Good,F,SI2,2964.0
0.9,Fair,J,VS1,2964.0
0.9,Premium,J,VS1,2964.0
1.0,Fair,G,SI1,2964.0
1.5,Fair,,I1,2964.0
1.05,Premium,E,I1,2964.0
0.9,Fair,J,VS1,2964.0
0.71,Ideal,I,VS1,2965.0
0.71,Ideal,I,VS1,2965.0
0.71,Ideal,I,VS1,2965.0
0.71,Ideal,I,VS1,2965.0
0.7,Ideal,G,SI1,2965.0
0.73,Very Good,G,VS2,2966.0
0.85,Very Good,E,SI2,2966.0
0.7,Ideal,I,VVS1,2966.0
0.75,Ideal,F,SI1,2966.0
0.82,Ideal,F,SI2,2966.0
0.7,Very Good,E,VS1,2967.0
0.7,Very Good,E,VS1,2967.0
0.86,Very Good,G,SI2,2967.0
0.79,Ideal,,VS2,2967.0
0.31,Premium,,SI2,558.0
0.31,Premium,E,SI2,558.0
0.31,Ideal,G,SI2,558.0
0.3,Very Good,H,VVS2,559.0
0.31,,G,VS2,559.0
,Very Good,G,VS2,559.0
0.31,Very Good,G,VS2,559.0
0.24,Ideal,G,VVS1,559.0
0.24,Ideal,G,,559.0
0.24,Ideal,G,,559.0
0.24,Ideal,G,VVS1,559.0
0.32,Ideal,E,SI1,559.0
0.32,Ideal,E,SI1,559.0
0.24,Ideal,G,IF,559.0
0.24,Ideal,G,IF,559.0
0.24,Ideal,G,IF,559.0
0.32,Ideal,G,VS1,559.0
,Ideal,G,VS1,559.0
0.25,Very Good,,VVS2,560.0
0.25,Very Good,E,VVS1,560.0
0.25,Very Good,F,IF,560.0
0.27,Very Good,F,IF,560.0
0.32,,G,VS2,560.0
0.36,Ideal,F,SI1,560.0
0.41,Ideal,I,SI1,561.0
0.32,Premium,H,VS1,561.0
0.32,Ideal,,VS1,561.0
0.75,Very Good,E,SI1,2968.0
0.92,Premium,H,SI1,2968.0
1.13,Fair,H,I1,2968.0
0.71,,D,VS2,2968.0
1.06,Premium,I,SI2,2968.0
0.9,Ideal,G,SI2,2968.0
0.8,Ideal,G,VS2,2969.0
,Premium,E,VVS2,2970.0
0.72,Very Good,G,VS1,2970.0
0.7,Good,,VS1,2970.0
,Premium,E,VS2,2970.0
0.78,,H,VS2,2970.0
1.04,Good,I,SI2,2970.0
0.91,Fair,F,SI1,2971.0
0.81,Very Good,E,SI1,2972.0
0.76,Ideal,G,VS1,2972.0
0.7,Ideal,G,VS1,2972.0
0.9,Very Good,H,SI2,2972.0
0.81,Premium,H,VS1,2972.0
0.9,Very Good,J,SI2,2973.0
0.75,Ideal,G,VS1,2973.0
0.77,Ideal,D,SI2,2973.0
0.7,Ideal,E,VS1,2973.0
0.81,Very Good,E,SI1,2973.0
0.7,Good,E,VS1,2973.0
0.82,Ideal,F,SI1,2974.0
0.57,Ideal,F,IF,2974.0
0.9,Good,H,SI1,2974.0
1.0,Fair,D,SI2,2974.0
0.71,Ideal,G,VS2,2974.0
0.7,Very Good,F,VS1,2975.0
0.7,Premium,F,VVS2,2975.0
0.82,Very Good,E,SI2,2975.0
0.8,Ideal,F,SI1,2975.0
0.83,Premium,G,SI1,2975.0
0.83,Ideal,H,VS2,2975.0
,Premium,,SI1,2975.0
0.79,Ideal,F,SI1,2976.0
0.72,Ideal,E,SI1,2976.0
,Ideal,I,SI2,2976.0
0.71,Very Good,G,VVS2,2977.0
0.81,Ideal,,SI1,2977.0
0.76,Premium,D,,2977.0
0.54,Ideal,F,VVS1,2977.0
0.71,Ideal,G,,2978.0
0.7,Ideal,E,VS1,2978.0
0.8,Ideal,E,SI2,2978.0
0.76,Ideal,E,SI2,2978.0
0.72,Ideal,H,VVS1,2979.0
0.7,Ideal,E,VS2,2979.0
0.7,Good,D,SI1,2980.0
0.64,,F,IF,2980.0
0.7,Ideal,E,VS2,2981.0
0.91,Premium,I,SI2,2981.0
0.91,Ideal,I,SI2,2981.0
0.9,,E,SI2,2982.0
0.71,Ideal,G,VVS1,2982.0
0.9,Fair,E,SI2,2982.0
0.71,,E,VS2,2982.0
0.71,Very Good,G,VS1,2982.0
0.71,Premium,E,VS2,2982.0
0.74,Ideal,E,VS2,2984.0
0.9,Very Good,J,VS2,2984.0
1.0,Premium,G,I1,2984.0
0.7,Very Good,D,VS2,2985.0
0.75,Ideal,E,SI1,2985.0
0.82,,H,VS1,2985.0
0.77,Very Good,G,VS1,2986.0
0.8,Ideal,I,VS1,2986.0
0.82,Ideal,I,VS1,2986.0
0.84,Ideal,G,SI2,2986.0
0.7,Ideal,G,VS1,2987.0
0.74,Ideal,D,SI1,2987.0
0.77,Premium,E,SI1,2988.0
1.03,Very Good,G,I1,2988.0
0.76,Ideal,I,IF,2988.0
0.72,Ideal,F,VS2,2989.0
0.83,Premium,D,SI1,2990.0
0.76,Very Good,G,VS2,2990.0
0.72,Very Good,E,VS2,2990.0
0.57,Good,E,VVS1,2990.0
0.75,,G,VS2,2991.0
0.7,Ideal,,VS2,2991.0
0.7,Very Good,E,VS2,2992.0
0.75,Ideal,H,VVS2,2992.0
1.06,Fair,J,SI2,2992.0
0.69,Very Good,F,VVS2,2993.0
0.87,Very Good,H,SI2,2993.0
0.75,Very Good,E,SI1,2993.0
0.7,Ideal,,VVS2,2993.0
0.7,Ideal,F,VS1,2993.0
0.75,Ideal,E,SI1,2993.0
0.72,Ideal,D,SI1,2993.0
1.01,Fair,G,SI1,2993.0
0.71,Very Good,F,VS2,2994.0
0.71,Very Good,G,VS1,2994.0
,Very Good,G,VS2,2994.0
1.24,Premium,J,I1,2994.0
0.81,Premium,G,VS2,2994.0
0.81,Premium,D,SI2,2994.0
0.91,Fair,F,SI2,2996.0
0.88,Very Good,,VS1,2996.0
0.77,Ideal,D,SI1,2996.0
0.74,Ideal,I,VS2,2997.0
0.72,Ideal,,SI1,2997.0
0.7,Ideal,D,VS2,2998.0
0.72,Ideal,H,VS1,2998.0
0.7,Ideal,F,VS1,2998.0
1.01,Fair,J,VVS2,2998.0
0.85,Fair,G,VS1,2998.0
0.7,Very Good,D,VS2,2999.0
0.73,Very Good,G,VS1,2999.0
0.87,Premium,F,SI2,2999.0
0.71,Ideal,F,SI1,2999.0
0.7,Premium,G,VVS2,2999.0
0.74,Premium,E,VS1,2999.0
,Premium,E,VS1,2999.0
0.7,Premium,G,VVS2,2999.0
0.77,Ideal,E,SI1,3000.0
0.93,Good,J,VS2,3000.0
0.9,Premium,I,SI2,3001.0
0.9,Very Good,I,SI2,3001.0
0.9,Ideal,I,SI2,3001.0
0.72,Very Good,D,SI1,3001.0
,Good,D,VS1,3001.0
,Very Good,D,VS1,3001.0
0.6,Ideal,G,VVS1,3001.0
0.75,Very Good,,VVS2,3002.0
0.83,Very Good,E,SI1,3002.0
0.77,Very Good,,SI2,3002.0
0.71,Premium,D,VS2,3002.0
0.89,Good,H,SI2,3002.0
0.72,Good,F,VS1,3002.0
0.72,Ideal,G,VVS2,3002.0
